glyph,unicode,sjeng,xu,hey,tonk,dew,polyhedron中古全拼,fanqie
𧼰,U+27F30,崇,開,咸,二,入,zrep,士洽
夾,U+593E,見,開,咸,二,入,krep,古洽
郟,U+90DF,見,開,咸,二,入,krep,古洽
筴,U+7B74,見,開,咸,二,入,krep,古洽
韐,U+97D0,見,開,咸,二,入,krep,古洽
𢂷,U+220B7,見,開,咸,二,入,krep,古洽
跲,U+8DF2,見,開,咸,二,入,krep,古洽
袷,U+88B7,見,開,咸,二,入,krep,古洽
裌,U+88CC,見,開,咸,二,入,krep,古洽
䀫,U+402B,見,開,咸,二,入,krep,古洽
餄,U+9904,見,開,咸,二,入,krep,古洽
㿓,U+3FD3,見,開,咸,二,入,krep,古洽
䶢,U+4DA2,見,開,咸,二,入,krep,古洽
鵊,U+9D4A,見,開,咸,二,入,krep,古洽
䩡,U+4A61,見,開,咸,二,入,krep,古洽
鞈,U+9788,見,開,咸,二,入,krep,古洽
眨,U+7728,莊,開,咸,二,入,crep,側洽
㞚,U+379A,莊,開,咸,二,入,crep,側洽
偛,U+505B,莊,開,咸,二,入,crep,側洽
䙄,U+4644,莊,開,咸,二,入,crep,側洽
𥀈,U+25008,莊,開,咸,二,入,crep,側洽
䛽,U+46FD,莊,開,咸,二,入,crep,側洽
插,U+63D2,初,開,咸,二,入,chrep,楚洽
臿,U+81FF,初,開,咸,二,入,chrep,楚洽
疀,U+7580,初,開,咸,二,入,chrep,楚洽
鍤,U+9364,初,開,咸,二,入,chrep,楚洽
扱,U+6271,初,開,咸,二,入,chrep,楚洽
笈,U+7B08,初,開,咸,二,入,chrep,楚洽
㛼,U+36FC,初,開,咸,二,入,chrep,楚洽
㷅,U+3DC5,初,開,咸,二,入,chrep,楚洽
喢,U+55A2,初,開,咸,二,入,chrep,楚洽
𤜯,U+2472F,初,開,咸,二,入,chrep,楚洽
㘝,U+361D,娘,開,咸,二,入,nrep,女洽
𡤙,U+21919,娘,開,咸,二,入,nrep,女洽
㗙,U+35D9,娘,開,咸,二,入,nrep,女洽
㑳,U+3473,娘,開,咸,二,入,nrep,女洽
䶎,U+4D8E,曉,開,咸,二,入,hrep,呼洽
欱,U+6B31,曉,開,咸,二,入,hrep,呼洽
㰰,U+3C30,曉,開,咸,二,入,hrep,呼洽
敮,U+656E,曉,開,咸,二,入,hrep,呼洽
霎,U+970E,生,開,咸,二,入,srep,山洽
歃,U+6B43,生,開,咸,二,入,srep,山洽
箑,U+7B91,生,開,咸,二,入,srep,山洽
䈉,U+4209,生,開,咸,二,入,srep,山洽
萐,U+8410,生,開,咸,二,入,srep,山洽
喢,U+55A2,生,開,咸,二,入,srep,山洽
𧳛,U+27CDB,生,開,咸,二,入,srep,山洽
劄,U+5284,知,開,咸,二,入,trep,竹洽
𠍹,U+20379,知,開,咸,二,入,trep,竹洽
𧉫,U+2726B,知,開,咸,二,入,trep,竹洽
𨂁,U+28081,影,開,咸,二,入,qrep,烏洽
凹,U+51F9,影,開,咸,二,入,qrep,烏洽
浥,U+6D65,影,開,咸,二,入,qrep,烏洽
圔,U+5714,影,開,咸,二,入,qrep,烏洽
䀴,U+4034,疑,開,咸,二,入,ngrep,五夾
𥃐,U+250D0,徹,開,咸,二,入,threp,丑㘝
狎,U+72CE,匣,開,銜,二,入,ghrap,胡甲
翈,U+7FC8,匣,開,銜,二,入,ghrap,胡甲
霅,U+9705,匣,開,銜,二,入,ghrap,胡甲
𠗉,U+205C9,匣,開,銜,二,入,ghrap,胡甲
柙,U+67D9,匣,開,銜,二,入,ghrap,胡甲
匣,U+5323,匣,開,銜,二,入,ghrap,胡甲
𧆥,U+271A5,匣,開,銜,二,入,ghrap,胡甲
𦾏,U+26F8F,匣,開,銜,二,入,ghrap,胡甲
𢘉,U+22609,匣,開,銜,二,入,ghrap,胡甲
炠,U+70A0,匣,開,銜,二,入,ghrap,胡甲
笚,U+7B1A,匣,開,銜,二,入,ghrap,胡甲
𠗨,U+205E8,澄,開,銜,二,入,trap,丈甲
喋,U+558B,澄,開,銜,二,入,trap,丈甲
擖,U+64D6,澄,開,銜,二,入,trap,丈甲
霅,U+9705,澄,開,銜,二,入,trap,丈甲
𤁳,U+24073,澄,開,銜,二,入,trap,丈甲
鞢,U+97A2,澄,開,銜,二,入,trap,丈甲
鴨,U+9D28,影,開,銜,二,入,qrap,烏甲
壓,U+58D3,影,開,銜,二,入,qrap,烏甲
庘,U+5E98,影,開,銜,二,入,qrap,烏甲
䆘,U+4198,影,開,銜,二,入,qrap,烏甲
閘,U+9598,影,開,銜,二,入,qrap,烏甲
押,U+62BC,影,開,銜,二,入,qrap,烏甲
甲,U+7532,見,開,銜,二,入,krap,古狎
胛,U+80DB,見,開,銜,二,入,krap,古狎
梜,U+689C,見,開,銜,二,入,krap,古狎
押,U+62BC,見,開,銜,二,入,krap,古狎
𥑐,U+25450,見,開,銜,二,入,krap,古狎
鉀,U+9240,見,開,銜,二,入,krap,古狎
玾,U+73BE,見,開,銜,二,入,krap,古狎
𨒇,U+28487,見,開,銜,二,入,krap,古狎
𠩘,U+20A58,見,開,銜,二,入,krap,古狎
𩌍,U+2930D,見,開,銜,二,入,krap,古狎
翣,U+7FE3,生,開,銜,二,入,srap,所甲
𧲌,U+27C8C,生,開,銜,二,入,srap,所甲
啑,U+5551,生,開,銜,二,入,srap,所甲
帹,U+5E39,生,開,銜,二,入,srap,所甲
翜,U+7FDC,生,開,銜,二,入,srap,所甲
䬊,U+4B0A,生,開,銜,二,入,srap,所甲
㞚,U+379A,生,開,銜,二,入,srap,所甲
𧻵,U+27EF5,生,開,銜,二,入,srap,所甲
呷,U+5477,曉,開,銜,二,入,hrap,呼甲
譀,U+8B40,曉,開,銜,二,入,hrap,呼甲
䛅,U+46C5,曉,開,銜,二,入,hrap,呼甲
𣢗,U+23897,曉,開,銜,二,入,hrap,呼甲
業,U+696D,疑,開,嚴,三,入,ngiap,魚怯
㸣,U+3E23,疑,開,嚴,三,入,ngiap,魚怯
鄴,U+9134,疑,開,嚴,三,入,ngiap,魚怯
驜,U+9A5C,疑,開,嚴,三,入,ngiap,魚怯
嶪,U+5DAA,疑,開,嚴,三,入,ngiap,魚怯
𠟪,U+207EA,疑,開,嚴,三,入,ngiap,魚怯
䧨,U+49E8,疑,開,嚴,三,入,ngiap,魚怯
㗼,U+35FC,疑,開,嚴,三,入,ngiap,魚怯
𠄅,U+20105,疑,開,嚴,三,入,ngiap,魚怯
𩑃,U+29443,疑,開,嚴,三,入,ngiap,魚怯
䲜,U+4C9C,疑,開,嚴,三,入,ngiap,魚怯
𢢜,U+2289C,疑,開,嚴,三,入,ngiap,魚怯
𩼋,U+29F0B,疑,開,嚴,三,入,ngiap,魚怯
鸈,U+9E08,疑,開,嚴,三,入,ngiap,魚怯
澲,U+6FB2,疑,開,嚴,三,入,ngiap,魚怯
脅,U+8105,曉,開,嚴,三,入,hiap,虚業
𣣲,U+238F2,曉,開,嚴,三,入,hiap,虚業
𣢩,U+238A9,曉,開,嚴,三,入,hiap,虚業
愶,U+6136,曉,開,嚴,三,入,hiap,虚業
㢵,U+38B5,曉,開,嚴,三,入,hiap,虚業
嗋,U+55CB,曉,開,嚴,三,入,hiap,虚業
熁,U+7181,曉,開,嚴,三,入,hiap,虚業
𣹩,U+23E69,曉,開,嚴,三,入,hiap,虚業
拹,U+62F9,曉,開,嚴,三,入,hiap,虚業
怯,U+602F,溪,開,嚴,三,入,khiap,去劫
㹤,U+3E64,溪,開,嚴,三,入,khiap,去劫
抾,U+62BE,溪,開,嚴,三,入,khiap,去劫
呿,U+547F,溪,開,嚴,三,入,khiap,去劫
魥,U+9B65,溪,開,嚴,三,入,khiap,去劫
胠,U+80E0,溪,開,嚴,三,入,khiap,去劫
𠩂,U+20A42,溪,開,嚴,三,入,khiap,去劫
㾀,U+3F80,溪,開,嚴,三,入,khiap,去劫
𤴼,U+24D3C,溪,開,嚴,三,入,khiap,去劫
劫,U+52AB,見,開,嚴,三,入,kiap,居怯
衱,U+8871,見,開,嚴,三,入,kiap,居怯
袷,U+88B7,見,開,嚴,三,入,kiap,居怯
蜐,U+8710,見,開,嚴,三,入,kiap,居怯
跲,U+8DF2,見,開,嚴,三,入,kiap,居怯
鉣,U+9263,見,開,嚴,三,入,kiap,居怯
砝,U+781D,見,開,嚴,三,入,kiap,居怯
𦀖,U+26016,見,開,嚴,三,入,kiap,居怯
䀷,U+4037,見,開,嚴,三,入,kiap,居怯
腌,U+814C,影,開,嚴,三,入,qiap,於業
䱒,U+4C52,影,開,嚴,三,入,qiap,於業
罨,U+7F68,影,開,嚴,三,入,qiap,於業
裛,U+88DB,影,開,嚴,三,入,qiap,於業
䎨,U+43A8,影,開,嚴,三,入,qiap,於業
殗,U+6B97,影,開,嚴,三,入,qiap,於業
㡋,U+384B,影,開,嚴,三,入,qiap,於業
浥,U+6D65,影,開,嚴,三,入,qiap,於業
㪑,U+3A91,影,開,嚴,三,入,qiap,於業
䤶,U+4936,影,開,嚴,三,入,qiap,於業
𩋊,U+292CA,影,開,嚴,三,入,qiap,於業
鄓,U+9113,影,開,嚴,三,入,qiap,於業
餣,U+9923,影,開,嚴,三,入,qiap,於業
䁆,U+4046,影,開,嚴,三,入,qiap,於業
殜,U+6B9C,以,開,嚴,三,入,jap,余業
𩐱,U+29431,以,開,嚴,三,入,jap,余業
跲,U+8DF2,群,開,嚴,三,入,giap,巨業
㭘,U+3B58,群,開,嚴,三,入,giap,巨業
昅,U+6605,群,開,嚴,三,入,giap,巨業
极,U+6781,群,開,嚴,三,入,giap,巨業
笈,U+7B08,群,開,嚴,三,入,giap,巨業
乏,U+4E4F,並,合,凡,三,入,byap,房法
泛,U+6CDB,並,合,凡,三,入,byap,房法
姂,U+59C2,並,合,凡,三,入,byap,房法
法,U+6CD5,幫,合,凡,三,入,pyap,方乏
灋,U+704B,幫,合,凡,三,入,pyap,方乏
𥎰,U+253B0,滂,合,凡,三,入,phyap,孚法
猲,U+7332,溪,合,凡,三,入,khyap,起法
姂,U+59C2,溪,合,凡,三,入,khyap,起法
䎎,U+438E,娘,合,凡,三,入,nryap,女法
𣹵,U+23E75,娘,合,凡,三,入,nryap,女法
𡷝,U+21DDD,娘,合,凡,三,入,nryap,女法
𦑣,U+26463,徹,合,凡,三,入,thryap,丑法
攮,U+652E,娘,開,江,二,上,nrungx,匿講
擃,U+64C3,娘,開,江,二,上,nrungx,匿講
𨑊,U+2844A,娘,開,江,二,上,nrungx,匿講
𩟊,U+297CA,娘,開,江,二,上,nrungx,匿講
偌,U+504C,日,開,麻,三,去,njah,人夜
𧧏,U+279CF,日,開,麻,三,去,njah,人夜
渃,U+6E03,日,開,麻,三,去,njah,人夜
搇,U+6407,溪,開,侵B,三,去,khimh,丘禁
撳,U+64B3,溪,開,侵B,三,去,khimh,丘禁
𩔝,U+2951D,溪,開,侵B,三,去,khimh,丘禁
攛,U+651B,清,合,桓,一,平,chuan,七丸
爨,U+7228,清,合,桓,一,平,chuan,七丸
竄,U+7AC4,清,合,桓,一,平,chuan,七丸
鋑,U+92D1,清,合,桓,一,平,chuan,七丸
䂎,U+408E,清,合,桓,一,平,chuan,七丸
岔,U+5C94,初,開,麻,二,去,chrah,楚嫁
汊,U+6C4A,初,開,麻,二,去,chrah,楚嫁
䟕,U+47D5,初,開,麻,二,去,chrah,楚嫁
𧫗,U+27AD7,初,開,麻,二,去,chrah,楚嫁
𥘓,U+25613,初,開,麻,二,去,chrah,楚嫁
衩,U+8869,初,開,麻,二,去,chrah,楚嫁
韜,U+97DC,透,開,豪,一,去,thauh,叨号
套,U+5957,透,開,豪,一,去,thauh,叨号
𡘷,U+21637,透,開,豪,一,去,thauh,叨号
謟,U+8B1F,透,開,豪,一,去,thauh,叨号
戤,U+6224,群,開,咍,一,去,,渠蓋
𫝈,U+2B748,匣,合,魂,一,平,ghuon,戸昆
𫝈,U+2B748,疑,合,魂,一,平,nguon,牛昆
㑇,U+3447,莊,合,虞,三,平,cryo,莊俱
㑇,U+3447,崇,開,尤,三,去,zriuh,鋤佑
㑇,U+3447,娘,開,咸,二,入,nrep,女洽
𠉂,U+20242,透,開,寒,一,入,that,他達
𪠟,U+2A81F,知,開,侵B,三,去,trimh,知鴆
𰃻,U+300FB,幫,開,眞A,三,入,pjit,卑吉
𪟎,U+2A7CE,見,開,銜,二,平,kram,谷銜
𪟎,U+2A7CE,匣,開,銜,二,上,ghramx,胡黤
𪟎,U+2A7CE,來,開,談,一,去,lamh,盧𣊟
𪟎,U+2A7CE,見,開,銜,二,去,kramh,格懺
𫦩,U+2B9A9,來,開,陽,三,上,liangx,良㢡
𫦳,U+2B9B3,精,合,仙A,三,入,cyet,子悅
𰆕,U+30195,疑,合,支B,三,平,ngye,魚爲
𰇀,U+301C0,匣,開,夬,二,去,ghrad,何犗
𰇀,U+301C0,見,開,咍,一,去,kaih,古代
𫩩,U+2BA69,娘,開,咸,二,入,nrep,女洽
𰇖,U+301D6,匣,開,冬,一,平,ghuung,戸冬
𰇖,U+301D6,定,開,東,一,去,dungh,徒弄
𰇖,U+301D6,匣,開,冬,一,去,ghuungh,乎宋
𠵾,U+20D7E,匣,合,耕,二,入,ghruek,胡麥
𫪀,U+2BA80,見,合,戈,一,平,kua,古禾
𫪀,U+2BA80,匣,合,戈,一,平,ghua,戸戈
𫩤,U+2BA64,疑,開,嚴,三,入,ngiap,魚怯
𪡛,U+2A85B,曉,開,歌,一,上,hax,虚我
𪡛,U+2A85B,曉,開,麻,二,上,hrax,許下
𪡛,U+2A85B,曉,開,麻,二,去,hrah,呼訝
𪢌,U+2A88C,來,開,寒,一,平,lan,落干
𫪂,U+2BA82,疑,開,庚,三,入,ngiek,宜戟
𮰿,U+2EC3F,曉,開,鹽B,三,上,hiemx,虚檢
𮰿,U+2EC3F,溪,開,添,四,入,khep,苦協
𮰿,U+2EC3F,曉,開,添,四,入,hep,呼牒
𡞋,U+2178B,清,開,覃,一,平,chom,倉含
𡞋,U+2178B,清,開,覃,一,上,chomx,七感
𡞋,U+2178B,清,開,覃,一,入,chop,七合
𡞱,U+217B1,來,合,虞,三,上,lyox,力主
𫱕,U+2BC55,來,開,談,一,去,lamh,盧𣊟
𮰽,U+2EC3D,以,開,陽,三,入,jak,以灼
𮰽,U+2EC3D,書,開,陽,三,入,sjak,書藥
𡝠,U+21760,明,開,支A,三,平,mje,武移
𫲗,U+2BC97,精,開,寒,一,去,canh,則旰
𫲗,U+2BC97,從,開,寒,一,去,zanh,徂賛
𫳃,U+2BCC3,影,開,麻,二,平,qra,於加
𪩇,U+2AA47,來,合,虞,三,平,lyo,力朱
𮱯,U+2EC6F,端,開,寒,一,平,tan,都寒
𰎐,U+30390,來,開,魚,三,平,lio,力居
𫷅,U+2BDC5,見,合,魂,一,平,kuon,古渾
𪪑,U+2AA91,溪,開,宵B,三,去,khieuh,丘召
𢋈,U+222C8,心,開,模,一,平,so,素姑
𫺁,U+2BE81,溪,開,添,四,入,khep,苦協
𰑸,U+30478,影,開,齊,四,去,qeh,於計
𢛯,U+226EF,曉,合,耕,二,入,hruek,呼麥
𢗓,U+225D3,以,開,魚,三,平,jo,以諸
𢗓,U+225D3,以,開,魚,三,上,jox,余吕
𫻁,U+2BEC1,曉,開,青,四,入,hek,許激
𰑫,U+3046B,來,開,歌,一,上,lax,來可
𫼥,U+2BF25,見,開,咍,一,平,kai,古哀
𫼥,U+2BF25,匣,開,咍,一,平,ghai,戸來
𫽀,U+2BF40,泥,開,覃,一,入,nop,奴荅
𪮃,U+2AB83,從,開,談,一,平,zam,昨甘
𪮃,U+2AB83,生,開,銜,二,上,sramx,山檻
𫽇,U+2BF47,曉,合,耕,二,入,hruek,呼麥
𫽇,U+2BF47,莊,合,耕,二,入,cruek,簪摑
𪮋,U+2AB8B,心,開,蕭,四,平,seu,蘇彫
𪮋,U+2AB8B,心,開,蕭,四,上,seux,先鳥
𪮋,U+2AB8B,心,開,蕭,四,去,seuh,蘇弔
𪮋,U+2AB8B,生,開,東,三,入,sriuk,所六
𪮋,U+2AB8B,心,開,東,三,入,siuk,息逐
㨫,U+3A2B,來,開,談,一,平,lam,魯甘
㧐,U+39D0,心,開,鍾,三,上,syungx,息拱
擜,U+64DC,從,開,寒,一,入,zat,才割
擜,U+64DC,疑,開,寒,一,入,ngat,五割
𢶣,U+22DA3,定,開,添,四,入,dep,徒協
𬖠,U+2C5A0,來,開,侯,一,上,lux,郎斗
𰖠,U+305A0,娘,開,山,二,平,nren,女閑
𰖠,U+305A0,泥,開,寒,一,去,nanh,奴案
𣒗,U+23497,匣,開,耕,二,入,ghrek,下革
𰗙,U+305D9,初,開,尤,三,平,chriu,楚鳩
𮲰,U+2ECB0,幫,開,眞A,三,入,pjit,卑吉
𰗦,U+305E6,精,開,眞A,三,上,cinx,即忍
𰗵,U+305F5,書,開,侵A,三,上,sjimx,式任
𬺜,U+2CE9C,來,開,東,一,平,lung,盧紅
𬅢,U+2C162,曉,開,咸,二,入,hrep,呼洽
𭭈,U+2DB48,影,開,麻,二,去,qrah,衣嫁
𰚔,U+30694,娘,開,庚,二,平,nrang,乃庚
𬇇,U+2C1C7,定,開,添,四,入,dep,徒協
𰛛,U+306DB,書,開,鹽A,三,上,sjemx,失冉
𰜢,U+30722,匣,開,歌,一,去,ghah,胡箇
𬈕,U+2C215,並,合,微,三,去,byoih,扶沸
𣳆,U+23CC6,並,開,蒸,三,平,bing,扶冰
𪷍,U+2ADCD,初,開,庚,二,去,chriengh,楚敬
𪷍,U+2ADCD,從,開,清,三,去,ziengh,疾政
𫞛,U+2B79B,章,開,魚,三,平,cjo,章魚
𣾍,U+23F8D,來,開,仙A,三,平,lien,力延
𰝋,U+3074B,影,開,欣,三,平,qion,於斤
𰝋,U+3074B,影,開,欣,三,上,qionx,於謹
𰝋,U+3074B,影,開,欣,三,去,qionh,於靳
𰛩,U+306E9,書,開,談,一,上,sj'amx,賞敢
𰛩,U+306E9,透,開,覃,一,去,thomh,他紺
𰝗,U+30757,見,開,山,二,上,krenx,古限
𰞍,U+3078D,精,開,先,四,入,cet,子結
𬋍,U+2C2CD,來,開,泰,一,去,lad,落蓋
𫞣,U+2B7A3,初,開,刪,二,上,chranx,初板
𤠋,U+2480B,來,合,虞,三,平,lyo,力朱
𬌷,U+2C337,生,開,咸,二,平,srem,所咸
𬌷,U+2C337,生,開,咸,二,上,sremx,所斬
𬌷,U+2C337,生,開,銜,二,上,sramx,山檻
𪺻,U+2AEBB,泥,開,冬,一,平,nuung,奴冬
𪺻,U+2AEBB,娘,開,肴,二,平,nrau,女交
𪺻,U+2AEBB,泥,開,豪,一,平,nau,奴刀
𪼋,U+2AF0B,幫,開,眞B,三,入,pit,鄙密
𬎧,U+2C3A7,從,開,冬,一,平,zuung,藏宗
𬎧,U+2C3A7,崇,開,江,二,平,zrung,士江
𬏜,U+2C3DC,明,開,刪,二,去,mranh,謨晏
𬏜,U+2C3DC,徹,開,刪,二,去,thranh,丑晏
𬏜,U+2C3DC,明,開,麻,二,去,mrah,莫駕
𰣶,U+308F6,定,合,灰,一,平,duai,杜回
𬏷,U+2C3F7,並,合,文,三,上,byonx,房吻
𬏷,U+2C3F7,並,合,文,三,去,byonh,扶問
𪽮,U+2AF6E,來,開,模,一,平,lo,落胡
𪽮,U+2AF6E,來,開,模,一,去,loh,洛故
𥁢,U+25062,群,開,宵B,三,平,gieu,巨嬌
𰥊,U+3094A,定,開,覃,一,去,domh,徒紺
𬑏,U+2C44F,疑,開,青,四,上,ngengx,五剄
𬑏,U+2C44F,疑,開,咸,二,入,ngrep,五夾
𥅴,U+25174,精,開,鹽A,三,入,ciep,即葉
𰥞,U+3095E,以,合,清,三,平,jyeng,余傾
𰥞,U+3095E,匣,合,青,四,平,ghueng,戸扃
𰥞,U+3095E,影,合,庚,二,上,qruangx,烏猛
𬑒,U+2C452,影,開,侯,一,平,qu,烏侯
𬑒,U+2C452,溪,開,侯,一,平,khu,恪侯
䀥,U+4025,書,開,陽,三,入,sjak,書藥
𥎝,U+2539D,精,合,桓,一,上,cuanx,作管
𥎝,U+2539D,精,合,桓,一,去,cuanh,子筭
𥎝,U+2539D,清,合,桓,一,去,chuanh,七亂
𥎝,U+2539D,清,合,桓,一,平,chuan,七丸
𰦴,U+309B4,影,開,麻,二,平,qra,於加
𰦷,U+309B7,來,開,江,二,入,lruk,呂角
𬒕,U+2C495,心,開,蕭,四,上,seux,先鳥
𬒕,U+2C495,心,開,東,三,入,siuk,息逐
𰧘,U+309D8,章,開,魚,三,平,cjo,章魚
𥟂,U+257C2,來,開,咍,一,平,lai,洛哀
𫀬,U+2B02C,崇,合,虞,三,平,zryo,仕于
𰨳,U+30A33,從,開,脂A,三,平,zii,疾資
𫁲,U+2B072,明,合,虞,三,平,myo,武夫
𫁲,U+2B072,明,開,模,一,平,mo,莫胡
𥬀,U+25B00,云,合,文,三,平,yon,王分
𫂈,U+2B088,幫,合,廢,三,去,pyad,方肺
𫁷,U+2B077,生,開,江,二,平,srung,所江
𰫋,U+30ACB,明,合,魂,一,平,muon,莫奔
𥺅,U+25E85,定,開,豪,一,去,dauh,徒到
𮉠,U+2E260,群,開,尤,三,平,giu,巨鳩
䌶,U+4336,莊,開,之,三,平,cri,側持
𫄜,U+2B11C,明,開,豪,一,去,mauh,莫報
𬘜,U+2C61C,澄,開,山,二,去,trenh,丈莧
𮉣,U+2E263,從,開,唐,一,入,zak,在各
𬘙,U+2C619,云,合,元,三,入,yat,王伐
䌺,U+433A,日,開,之,三,上,njix,而止
𰬑,U+30B11,莊,開,耕,二,平,creng,側莖
䌾,U+433E,娘,開,侵B,三,平,nrim,女心
𫄮,U+2B12E,透,開,青,四,平,theng,他丁
𬘲,U+2C632,知,開,麻,二,上,trax,竹下
𦈓,U+26213,影,合,灰,一,平,quai,烏恢
𰬶,U+30B36,清,開,鹽A,三,入,chiep,七接
𬘮,U+2C62E,明,開,青,四,入,mek,莫狄
𦈜,U+2621C,精,開,侵A,三,入,cip,子入
𦈜,U+2621C,從,開,鹽A,三,入,ziep,疾葉
𬘪,U+2C62A,來,開,鹽A,三,上,liemx,良冉
𦈞,U+2621E,並,開,耕,二,入,brek,蒲革
𦈠,U+26220,影,開,欣,三,上,qionx,於謹
𬙁,U+2C641,以,開,鹽A,三,上,jemx,以冉
𫅅,U+2B145,精,開,齊,四,上,cex,子禮
𦍠,U+26360,來,開,青,四,入,lek,郎擊
𬚄,U+2C684,生,開,東,三,入,sriuk,所六
𬚄,U+2C684,心,開,東,三,入,siuk,息逐
𫅭,U+2B16D,滂,開,眞A,三,平,phjin,匹賓
𰮙,U+30B99,初,合,虞,三,去,chryoh,芻注
𰮙,U+30B99,莊,開,尤,三,去,criuh,側救
𬁽,U+2C07D,心,合,魂,一,上,suonx,蘇本
𬂅,U+2C085,端,開,寒,一,平,tan,都寒
𰮲,U+30BB2,生,開,尤,三,平,sriu,所鳩
𰮲,U+30BB2,心,開,蕭,四,去,seuh,蘇弔
𬛹,U+2C6F9,定,開,唐,一,上,dangx,徒朗
𰰌,U+30C0C,莊,開,尤,三,平,criu,側鳩
𰰴,U+30C34,溪,開,微,三,上,khioix,袪狶
𰰴,U+30C34,匣,合,灰,一,去,ghuaih,胡對
𰱩,U+30C69,來,開,魚,三,平,lio,力居
𰰶,U+30C36,從,開,覃,一,入,zop,徂合
𰰶,U+30C36,從,開,添,四,入,zep,在協
𬝴,U+2C774,日,開,仙A,三,平,njen,如延
𰲳,U+30CB3,崇,開,刪,二,上,zranx,士板
𰲳,U+30CB3,崇,開,刪,二,去,zranh,士諫
𫊪,U+2B2AA,澄,開,陽,三,平,driang,直良
𰲯,U+30CAF,精,開,東,一,平,cung,子紅
𰲯,U+30CAF,清,開,鍾,三,平,chyung,七恭
𰳚,U+30CDA,以,合,脂A,三,去,jyih,以醉
𧉞,U+2725E,泥,開,青,四,上,nengx,乃挺
𫋲,U+2B2F2,影,合,虞,三,平,qyo,憶俱
𫋲,U+2B2F2,影,開,侯,一,平,qu,烏侯
𫋲,U+2B2F2,影,開,侯,一,上,qux,烏后
𫋲,U+2B2F2,影,開,侯,一,去,quh,烏候
䙌,U+464C,溪,合,脂B,三,去,khyih,丘愧
䙌,U+464C,溪,合,微,三,去,khyoih,丘畏
𧜭,U+2772D,常,開,鍾,三,入,zjyuk,市玉
𰴖,U+30D16,常,開,宵A,三,上,zjeux,市沼
𰴗,U+30D17,來,開,脂A,三,去,liih,力至
𫌯,U+2B32F,見,開,宵B,三,上,kieux,居夭
𬣛,U+2C8DB,章,開,支A,三,去,cjeh,支義
𫍠,U+2B360,影,合,元,三,上,qyanx,於阮
𫍠,U+2B360,影,合,元,三,去,qyanh,於願
𰵜,U+30D5C,定,開,豪,一,平,dau,徒刀
𬣧,U+2C8E7,幫,合,微,三,去,pyoih,方味
𬣯,U+2C8EF,日,開,侵A,三,平,njim,如林
𬣯,U+2C8EF,娘,開,侵B,三,平,nrim,女心
𬣬,U+2C8EC,匣,合,灰,一,去,ghuaih,胡對
𬣸,U+2C8F8,匣,開,寒,一,上,ghanx,胡笴
𰵫,U+30D6B,端,開,侯,一,去,tuh,都豆
𬤁,U+2C901,定,開,豪,一,平,dau,徒刀
𰵰,U+30D70,曉,開,庚,二,去,hrangh,許更
𫍫,U+2B36B,影,開,嚴,三,去,qiamh,於劔
𬤌,U+2C90C,莊,開,咸,二,入,crep,側洽
𬤘,U+2C918,初,開,臻,三,入,chrit,初栗
𬤉,U+2C909,匣,合,灰,一,上,ghuaix,胡罪
𬤉,U+2C909,匣,合,灰,一,去,ghuaih,胡對
𰶇,U+30D87,透,合,戈,一,平,thua,土禾
𬤡,U+2C921,影,開,豪,一,去,qauh,烏到
𬤪,U+2C92A,定,開,覃,一,入,dop,徒合
𰶬,U+30DAC,來,合,虞,三,平,lyo,力朱
𰶬,U+30DAC,來,開,侯,一,平,lu,落侯
𬥄,U+2C944,章,開,鹽A,三,入,cjep,之涉
𫎧,U+2B3A7,見,開,侯,一,去,kuh,古候
𧹕,U+27E55,見,開,魚,三,平,kio,九魚
䞍,U+478D,從,開,清,三,平,zieng,疾盈
䞍,U+478D,從,開,清,三,去,ziengh,疾政
𬥽,U+2C97D,匣,開,侯,一,去,ghuh,胡遘
𬥺,U+2C97A,影,開,元,三,上,qianx,於幰
𬥺,U+2C97A,影,開,元,三,去,qianh,於建
𬥻,U+2C97B,日,合,仙A,三,上,njyenx,而兖
𧹑,U+27E51,見,合,支B,三,去,kyeh,詭僞
𫎪,U+2B3AA,初,開,臻,三,去,chrinh,初覲
𫎭,U+2B3AD,徹,開,清,三,平,thrieng,丑貞
𫎺,U+2B3BA,清,開,覃,一,平,chom,倉含
𫎺,U+2B3BA,清,開,覃,一,入,chop,七合
𫎳,U+2B3B3,幫,開,眞A,三,入,pjit,卑吉
𰷴,U+30DF4,書,開,陽,三,入,sjak,書藥
𰷴,U+30DF4,來,開,青,四,入,lek,郎擊
𫎱,U+2B3B1,來,開,青,四,入,lek,郎擊
𬦥,U+2C9A5,幫,開,泰,一,去,pad,愽蓋
𬦥,U+2C9A5,並,開,泰,一,去,bad,蒲蓋
𫏃,U+2B3C3,澄,開,陽,三,平,driang,直良
𰸈,U+30E08,定,開,添,四,入,dep,徒協
𰸛,U+30E1B,端,開,齊,四,去,teh,都計
𰹳,U+30E73,徹,合,諄,三,平,thryn,丑倫
𰹺,U+30E7A,幫,合,元,三,上,pyanx,府遠
𫟤,U+2B7E4,定,開,歌,一,平,da,徒河
𬨆,U+2CA06,見,開,鍾,三,上,kyungx,居悚
𬨉,U+2CA09,定,開,先,四,平,den,徒年
𰺑,U+30E91,影,合,文,三,平,qyon,於云
𰺑,U+30E91,影,合,元,三,平,qyan,於袁
